year,iso,pop,rgdpmad,xrusd,eq_tr,eq_capgain,eq_div_rtn
1996,AUS,18195,19075.08247877645,1.2554926390529346,0.14342470467090607,9.8834820091724396E-2,4.4589877128601074E-2
1997,AUS,18415,19612.091773011129,1.5320974179240476,0.11419185996055603,7.2646372020244598E-2,4.1545480489730835E-2
1998,AUS,18621,20377.949762010507,1.6289297665917939,8.4790267050266266E-2,4.5551463961601257E-2,3.9238806813955307E-2
1999,AUS,18830,20970.894286664141,1.5295197308045272,0.19295363128185272,0.15268817543983459,4.0265455842018127E-2
2000,AUS,19053,21377.823125181403,1.8050541516245486,5.0225395709276199E-2,1.4764538966119289E-2,3.5460855811834335E-2
2001,AUS,19294,21662.025668109953,1.9584802193497843,0.10134624689817429,6.5045803785324097E-2,3.6300443112850189E-2
2002,AUS,19345,22236.935272996816,1.7661603673613564,-8.0964095890522003E-2,-0.11440816521644592,3.3444073051214218E-2
2003,AUS,19767,22666.277788514366,1.3333333333333333,0.15864193439483643,0.11107376962900162,4.7568168491125107E-2
2004,AUS,19995,23322.007883053539,1.2836970474967908,0.2756807804107666,0.22598306834697723,4.9697700887918472E-2
2005,AUS,20232,23764.613687385267,1.362954886193267,0.21087831258773804,0.16177740693092346,4.9100913107395172E-2
2006,AUS,20489,24097.573450962896,1.2637432073802604,0.24965542554855347,0.19867058098316193,5.0984840840101242E-2
2007,AUS,20750,24911.577867815489,1.1343012704174229,0.1795337051153183,0.13760785758495331,4.1925854980945587E-2
2008,AUS,21007,25218.301890654599,1.4434180138568129,-0.40384784340858459,-0.43010434508323669,2.6256483048200607E-2
2009,AUS,21388.483050847459,25255.63884313768,1.11495149960977,0.39578074216842651,0.33432623744010925,6.1454501003026962E-2
2010,AUS,21687.800521512385,25584.48835604182,0.98396142871199499,3.306250274181366E-2,-7.3320092633366585E-3,4.0394507348537445E-2
2011,AUS,22030.157105606257,25883.527952005992,0.98463962189838505,-0.11430837959051132,-0.15182900428771973,3.7520628422498703E-2
2012,AUS,22427.29074315515,26390.436830679035,0.96107640557424301,0.18840819597244263,0.13466309010982513,5.3745102137327194E-2
2013,AUS,22789.210560625816,26525.71368012829,1.12803158488438,0.19655711948871613,0.14760108292102814,4.8956040292978287E-2
2014,AUS,23123.741851368974,26813.654579488142,1.2192148256522799,5.6099474430084229E-2,1.1023916304111481E-2,4.3271824717521667E-2
2015,AUS,23461.207627118645,27043.292984052609,1.3687380235422899,2.5605125352740288E-2,-2.1253002807497978E-2,4.6881981194019318E-2
2016,AUS,23857.363102998697,27319.882367187696,1.3819789939192899,0.1193000003695488,7.2499997913837433E-2,4.6799998730421066E-2
2017,AUS,24231.999022164277,27547.339065707012,1.2820512820512799,0.12319999933242798,7.7299997210502625E-2,4.5900002121925354E-2
2018,AUS,24621.307366362453,27883.914290433742,1.4168319637291,-3.7300001829862595E-2,-7.7299997210502625E-2,3.9999999105930328E-2
2019,AUS,24999.855932203394,27986.814400679978,1.42734798743934,0.23810000717639923,0.1817999929189682,5.6299999356269836E-2
2020,AUS,25132.885919165587,27183.907814789989,1.29836406128278,4.9199998378753662E-2,1.7699999734759331E-2,3.1500000506639481E-2
1924,BEL,7707,4637.7883742052672,21.534099999999999,-3.0854078009724617E-2,-7.054465264081955E-2,3.9690576493740082E-2
1925,BEL,7779,4665.5526417277288,21.017199999999999,7.0846386253833771E-2,2.563570998609066E-2,4.5210674405097961E-2
1926,BEL,7844,4783.5951045385009,30.6251,0.63690078258514404,0.58229470252990723,5.460609495639801E-2
1927,BEL,7904,4923.2592358299589,35.930499999999995,0.63654619455337524,0.58971881866455078,4.6827353537082672E-2
1928,BEL,7968,5139.4706325301204,35.898499999999999,0.25942015647888184,0.23346744477748871,2.5952698662877083E-2
1929,BEL,8032,5054.21875,35.939,-0.30225679278373718,-0.3185960054397583,1.633920706808567E-2
1930,BEL,8076.0000000000009,4978.6182516097078,35.835999999999999,-0.28866109251976013,-0.31274354457855225,2.4082429707050323E-2
1931,BEL,8125.9999999999991,4860.4094265321191,35.897500000000001,-0.31380856037139893,-0.33808466792106628,2.427610382437706E-2
1932,BEL,8186,4607.4519912044952,35.936,2.6677500456571579E-2,-6.9924057461321354E-3,3.3669907599687576E-2
1933,BEL,8231,4680.5099015915439,27.933500000000002,-9.6824124455451965E-2,-0.12159982323646545,2.4775706231594086E-2
1934,BEL,8262,4623.7965383684341,21.471499999999999,-0.188296839594841,-0.21606427431106567,2.7767447754740715E-2
1935,BEL,8288,4894.2010135135142,27.138500000000001,0.5263822078704834,0.48425370454788208,4.2128521949052811E-2
1936,BEL,8315,4913.3206253758262,29.5565,0.26672020554542542,0.22668491303920746,4.0035303682088852E-2
1937,BEL,8346,4960.958543014618,29.627500000000001,-5.8403883129358292E-2,-9.0520106256008148E-2,3.2116223126649857E-2
1938,BEL,8374,4832.3497731072357,29.596,-8.6987420916557312E-2,-0.12960520386695862,4.2617786675691605E-2
1939,BEL,8392,5149.617731172546,29.670500000000001,-0.19987210631370544,-0.2431836873292923,4.3311577290296555E-2
1940,BEL,8346,4561.7564102564102,29.62,1.2579715251922607,1.1793669462203979,7.8604578971862793E-2
1941,BEL,8276,4358.0117206379891,31.124944419742107,0.75956571102142334,0.73360258340835571,2.5963133201003075E-2
1942,BEL,8247,3996.7979871468415,31.111111111111111,8.1868849694728851E-2,7.4013188481330872E-2,7.855663076043129E-3
1943,BEL,8242,3906.6008007765108,31.111111111111111,-8.733639121055603E-2,-9.2282019555568695E-2,4.9456311389803886E-3
1944,BEL,8291,4112.1382221686172,43.820999999999998,0.1462046355009079,0.1427634209394455,3.4412099048495293E-3
1945,BEL,8339,4332.8455450293804,43.820999999999998,-1.8135979771614075E-2,-2.9860584065318108E-2,1.1724605225026608E-2
1946,BEL,8367,4573.5031672044943,57,-9.290892630815506E-2,-0.11057457327842712,1.7665643244981766E-2
1947,BEL,8450,4800.3713609467468,48.75,-0.30969220399856567,-0.32951053977012634,1.9818345084786415E-2
1948,BEL,8557,5023.8591796190249,53.75,8.9318091049790382E-3,-3.0033325776457787E-2,3.8965135812759399E-2
1949,BEL,8614,5193.3945902019968,50.4,0.21361523866653442,0.1647457629442215,4.8869479447603226E-2
1950,BEL,8639,5462.2044734980063,51.7,0.15921634435653687,0.11517639458179474,4.4039957225322723E-2
1951,BEL,8678,5746.9211440929221,54,0.42050188779830933,0.36142182350158691,5.9080090373754501E-2
1952,BEL,8730,5668.2364678385475,51.1,-7.1121137589216232E-3,-5.3298760205507278E-2,4.6186644583940506E-2
1953,BEL,8798,5818.1520739705393,50.45,9.4325371086597443E-2,4.4864453375339508E-2,4.9460913985967636E-2
1954,BEL,8841,6029.1086221480427,49.999999999000003,0.42230522632598877,0.36934149265289307,5.2963715046644211E-2
1955,BEL,8896,6280.2229244599548,49.959999998999997,0.28379213809967041,0.21886926889419556,6.4922884106636047E-2
1956,BEL,8951,6422.455791197629,50.224999998999998,-2.480674721300602E-2,-6.3226573169231415E-2,3.8419827818870544E-2
1957,BEL,9027,6494.6355651854774,50.017499999000002,-0.1783108115196228,-0.21128565073013306,3.2974831759929657E-2
1958,BEL,9079,6441.8300514973034,49.842499998999998,0.16084563732147217,0.10901486128568649,5.1830776035785675E-2
1959,BEL,9129,6608.2810681205474,49.937499999000003,-2.7247795835137367E-2,-6.3355185091495514E-2,3.6107387393712997E-2
1960,BEL,9178,6952.0874686084635,49.699999998999999,-0.13784801959991455,-0.17695213854312897,3.9104118943214417E-2
1961,BEL,9190,7252.8311767658042,49.779999998999998,0.1671425849199295,0.12053732573986053,4.6605251729488373E-2
1962,BEL,9251,7583.0946802048084,49.751299998999997,-3.4702453762292862E-2,-6.9573849439620972E-2,3.4871399402618408E-2
1963,BEL,9328,7862.4597386648848,49.827499998999997,0.15607059001922607,0.11799203604459763,3.8078557699918747E-2
1964,BEL,9428,8340.7707910750505,49.632499998999997,3.931485116481781E-2,4.915294237434864E-3,3.4399557858705521E-2
1965,BEL,9499,8559.3928938093359,49.642499999000002,-4.5631427317857742E-2,-8.0205328762531281E-2,3.457389771938324E-2
1966,BEL,9556,8775.9523759439617,50.052499998999998,-0.19022873044013977,-0.22236190736293793,3.2133176922798157E-2
1967,BEL,9606,9071.8359231936374,49.627499999000001,0.24981649219989777,0.19813448190689087,5.1682014018297195E-2
1968,BEL,9632,9415.5248284635763,50.14,0.16184508800506592,0.11660446971654892,4.5240622013807297E-2
1969,BEL,9660,10018.205082859133,49.666299999000003,4.663727805018425E-2,5.4472326301038265E-3,4.1190043091773987E-2
1970,BEL,9651,10610.824046981676,49.674999999000001,5.1439132541418076E-2,-1.2913829414173961E-3,5.2730515599250793E-2
1971,BEL,9695,10969.55285603515,44.754999998999999,9.1173097491264343E-2,4.0951024740934372E-2,5.0222072750329971E-2
1972,BEL,9727,11502.507956453224,44.0625,0.30950459837913513,0.25562307238578796,5.3881511092185974E-2
1973,BEL,9757,12169.966318902489,41.319999998999997,6.9189965724945068E-2,3.16881462931633E-2,3.7501823157072067E-2
1974,BEL,9788,12642.969757775551,36.122499998999999,-0.24737221002578735,-0.28481653332710266,3.7444323301315308E-2
1975,BEL,9813,12440.7849062768,39.527499999,0.23179574310779572,0.1668466329574585,6.4949110150337219E-2
1976,BEL,9823,13122.311690959128,35.982499998999998,-3.5010740160942078E-2,-8.2524985074996948E-2,4.7514244914054871E-2
1977,BEL,9837,13189.944816632391,32.939999999000001,2.0513959228992462E-2,-3.859417513012886E-2,5.9108138084411621E-2
1978,BEL,9842,13553.923314038067,28.799999999000001,0.13515537977218628,6.9038964807987213E-2,6.6116407513618469E-2
1979,BEL,9855,13860.651404871303,28.047999999999998,0.10138563811779022,4.1044250130653381E-2,6.0341391712427139E-2
1980,BEL,9863,14467.441199171306,31.523,-0.11453817039728165,-0.1744636595249176,5.9925481677055359E-2
1981,BEL,9855,14278.754415167878,38.459999998999997,0.11069336533546448,2.1614216268062592E-2,8.9079149067401886E-2
1982,BEL,9858,14474.494138420865,46.919999998999998,0.28014150261878967,0.192453533411026,8.7687969207763672E-2
1983,BEL,9853,14473.919184375862,55.639999998999997,0.44913351535797119,0.36225521564483643,8.6878314614295959E-2
1984,BEL,9858,14832.628129027022,63.08,0.24650377035140991,0.18244244158267975,6.406133621931076E-2
1985,BEL,9859,14977.37923758901,50.36,0.38154616951942444,0.31331723928451538,6.8228930234909058E-2
1986,BEL,9865,15195.400433997853,40.409999999999997,0.43664881587028503,0.38765344023704529,4.8995401710271835E-2
1987,BEL,9876,15540.921156612834,33.152500000000003,-0.10943236947059631,-0.13599014282226563,2.6557769626379013E-2
1988,BEL,9928,16251.719951436666,37.344999999999999,0.52340412139892578,0.47633704543113708,4.7067068517208099E-2
1989,BEL,9948,16743.919642548975,35.76,0.14650155603885651,0.11511553078889847,3.1386032700538635E-2
1990,BEL,9987,17196.977524021222,30.982500000000002,-0.19681346416473389,-0.22109687328338623,2.4283407256007195E-2
1991,BEL,10022,17450.630666830595,31.27,0.12569156289100647,9.1051071882247925E-2,3.4640494734048843E-2
1992,BEL,10068,17645.197608509978,33.18,-1.4005719684064388E-2,-4.9032922834157944E-2,3.5027198493480682E-2
1993,BEL,10101,17406.492335973773,36.11,0.34585615992546082,0.30306580662727356,4.2790371924638748E-2
1994,BEL,10131,17901.667603485559,31.837499999999999,-2.9763035476207733E-2,-5.6431464850902557E-2,2.6668429374694824E-2
1995,BEL,10143,18269.833173485003,29.414999999999999,0.13405321538448334,0.10049295425415039,3.3560257405042648E-2
1996,BEL,10170,18487.356726099893,32.005000000000003,0.25928059220314026,0.23211164772510529,2.7168959379196167E-2
1997,BEL,10192,19138.659717503986,36.92,0.3497387170791626,0.31917494535446167,3.0563794076442719E-2
1998,BEL,10214,19474.911006427505,34.5745,0.41247206926345825,0.39022490382194519,2.2247163578867912E-2
1999,BEL,10239,20127.576531459625,40.155186143738803,-7.3025017976760864E-2,-9.0212069451808929E-2,1.7187047749757767E-2
2000,BEL,10263,20809.358686311454,43.352928533046743,2.3514015600085258E-2,5.6492779403924942E-3,1.7864737659692764E-2
2001,BEL,10310,20920.25111546414,45.773175990014749,-2.3178413510322571E-2,-4.3877977877855301E-2,2.0699566230177879E-2
2002,BEL,10355,21162.974678941075,38.466577667588446,-0.26694527268409729,-0.28330317139625549,1.6357898712158203E-2
2003,BEL,10396,21294.789764994453,31.939746634996041,0.18687132000923157,0.15067000687122345,3.6201305687427521E-2
2004,BEL,10446,21954.948068664551,29.61596064899787,0.39259117841720581,0.35929054021835327,3.3300630748271942E-2
2005,BEL,10511,22304.690386988525,34.195049588878533,0.2718643844127655,0.23781669139862061,3.4047681838274002E-2
2006,BEL,10585,22867.021804458396,30.630144267274105,0.23117119073867798,0.19885069131851196,3.2320499420166016E-2
2007,BEL,10667,23496.542128109177,27.40296175531552,-4.1535519063472748E-2,-6.3029728829860687E-2,2.1494206041097641E-2
2008,BEL,10753,23701.296142330557,28.986060214126592,-0.5605587363243103,-0.57443886995315552,1.3880158774554729E-2
2009,BEL,10840,23020.27204796463,28.002151881160611,0.52477741241455078,0.49252593517303467,3.2251469790935516E-2
2010,BEL,10951,23556.823098597495,30.190016464601108,0.11460345983505249,9.2561341822147369E-2,2.2042121738195419E-2
2011,BEL,11113.648616236162,23630.016007159629,31.17698431099776,-0.13232307136058807,-0.15265734493732452,2.033427357673645E-2
2012,BEL,11189.41660516605,23642.929689311823,30.574427770198579,0.39016497135162354,0.35322362184524536,3.6941375583410263E-2
2013,BEL,11252.05147601476,23619.124656363343,29.250888260459725,0.18959812819957733,0.15748147666454315,3.211665153503418E-2
2014,BEL,11295.491789667898,23899.980187366949,33.226175768058638,0.17930616438388824,0.15689933300018311,2.2406825795769691E-2
2015,BEL,11352.065221402216,24265.37404213519,37.053274547625605,9.957490861415863E-2,8.20111483335495E-2,1.756376214325428E-2
2016,BEL,11426.822970479707,24412.360983552786,38.269519020965753,-2.4199999868869781E-2,-4.7899998724460602E-2,2.369999885559082E-2
2017,BEL,11468.242804428046,24719.49220292041,33.636204452597369,4.1999999433755875E-2,9.7000002861022949E-3,3.229999914765358E-2
2018,BEL,11515.724077490775,25057.957375585622,35.231353711790391,-0.20669999718666077,-0.23309999704360962,2.6400001719594002E-2
2019,BEL,11573.307749077492,25378.411616464226,35.908759124087581,0.24879999458789825,0.21629999577999115,3.2499998807907104E-2
2020,BEL,11639.983579335796,23645.527045005078,32.874174883872541,-0.1031000018119812,-0.12030000239610672,1.7200000584125519E-2
1924,CHE,3896,7226.3940594934638,5.4875999999999996,0.12084880471229553,7.2200119495391846E-2,4.93742935359478E-2
1925,CHE,3910,7361.0676335884846,5.1741999999999999,0.17510651051998138,0.12309528142213821,5.3703304380178452E-2
1926,CHE,3932,7497.2436100568129,5.1779000000000002,0.21690000593662262,,
1927,CHE,3956,7962.0138537145785,5.1916000000000002,0.26099103689193726,,
1928,CHE,3988,8353.4622308967864,5.1921999999999997,0.21114370226860046,,
1929,CHE,4022,8635.8022616777707,5.1868999999999996,-6.1824049800634384E-2,,
1930,CHE,4051,8491.6692543480603,5.1593999999999998,-5.5574674159288406E-2,,
1931,CHE,4080,8437.1908611322087,5.1543999999999999,-0.30090484023094177,,
1932,CHE,4102,7862.1599219238033,5.1532999999999998,5.1598332822322845E-2,,
1933,CHE,4122,8057.2930311975442,4.0265000000000004,9.5407240092754364E-2,,
1934,CHE,4140,8086.2535716255625,3.0895999999999999,-7.2468139231204987E-2,,
1935,CHE,4155,7697.7968484306675,3.0771999999999999,-0.11325202882289886,,
1936,CHE,4168,7574.2329399664286,3.3125,0.52516728639602661,,
1937,CHE,4180,8360.3821787467041,4.3596000000000004,7.7847912907600403E-2,,
1938,CHE,4192,7966.6410424058831,4.3723000000000001,1.7958728596568108E-2,,
1939,CHE,4206,8092.2063916421903,4.4396000000000004,-0.16496822237968445,,
1940,CHE,4226,8138.7871874026669,4.4099000000000004,3.6218095570802689E-2,,
1941,CHE,4254,8046.6735150964241,4.3086000000000002,0.34660926461219788,,
1942,CHE,4286,7668.7590383229226,4.3,6.4277984201908112E-2,,
1943,CHE,4323,7642.7936316209052,4.2969999999999997,-1.5993637964129448E-2,,
1944,CHE,4364,7724.1390129064675,4.29,5.5720187723636627E-2,,
1945,CHE,4412,7475.0943742720501,4.29,0.16046442091464996,,
1946,CHE,4467,8996.9310876948603,3.6,7.5899727642536163E-2,,
1947,CHE,4524,9182.1688893644423,4.1399999999999997,9.8681747913360596E-2,,
1948,CHE,4582,9115.6529899607158,3.99,-5.2148569375276566E-2,,
1949,CHE,4640,8756.59375,4.3,0.14061886072158813,,
1950,CHE,4694,9063.6983383042189,4.29,9.6813976764678955E-2,,
1951,CHE,4749,9684.1440303221734,4.3600000000000003,0.19533558189868927,,
1952,CHE,4815,9630.1142263759084,4.28,8.3686955273151398E-2,,
1953,CHE,4878,9840.3034030340295,4.29,0.10475537180900574,,
1954,CHE,4929,10287.076486102658,4.28,0.26142799854278564,,
1955,CHE,4980,10866.867469879518,4.28,5.989021435379982E-2,,
1956,CHE,5045,11439.048562933598,4.28,2.119489386677742E-2,,
1957,CHE,5126,11705.423332032775,4.28,-0.10254386067390442,,
1958,CHE,5199,11296.787843816119,4.3079999989999997,0.22764143347740173,,
1959,CHE,5259,11870.127400646512,4.3229999990000003,0.29196068644523621,,
1960,CHE,5362,12456.732562476687,4.3049999989999996,0.44460424780845642,0.42523032426834106,1.9373929128050804E-2
1961,CHE,5512,13098.693759071119,4.3159999989999998,0.49390226602554321,0.47886624932289124,1.5036044642329216E-2
1962,CHE,5666,13353.512177903283,4.3189999989999999,-0.17714400589466095,-0.18829858303070068,1.1154585517942905E-2
1963,CHE,5789,13710.485403351184,4.3149999990000003,-1.5776043292135E-3,-1.6155758872628212E-2,1.4578153379261494E-2
1964,CHE,5887,14190.759300152878,4.3149999990000003,-6.931748241186142E-2,-8.5052631795406342E-2,1.5735149383544922E-2
1965,CHE,5943,14503.61770149756,4.3179999990000004,-6.9996528327465057E-2,-8.7896913290023804E-2,1.7900392413139343E-2
1966,CHE,5996,14727.318212141428,4.3269999989999999,-0.12094684690237045,-0.14228051900863647,2.1333681419491768E-2
1967,CHE,6063,15010.39089559624,4.3249999990000001,0.47190824151039124,0.44470587372779846,2.7202349156141281E-2
1968,CHE,6132,15373.776908023483,4.3019999990000004,0.39494341611862183,0.37377849221229553,2.1164920181035995E-2
1969,CHE,6212,16030.907920154541,4.3179999990000004,4.4843293726444244E-2,2.6970954611897469E-2,1.7872339114546776E-2
1970,CHE,6267,16903.622147758098,4.3159999989999998,-0.10649757087230682,-0.12496392428874969,1.8466351553797722E-2
1971,CHE,6343.2929999999997,17381.035370745132,3.914999999,0.15500229597091675,0.13126648962497711,2.3735800758004189E-2
1972,CHE,6401.4,17774.393101509046,3.7739999989999999,0.20729142427444458,0.1848396509885788,2.2451780736446381E-2
1973,CHE,6441.1,18203.567713589295,3.2439999990000001,-0.19998852908611298,-0.22022637724876404,2.0237850025296211E-2
1974,CHE,6460,18414.39628482972,2.539999999,-0.33138006925582886,-0.35847270488739014,2.7092626318335533E-2
1975,CHE,6403.5,17224.018115093309,2.619999999,0.46756646037101746,0.4235120415687561,4.4054411351680756E-2
1976,CHE,6333.3130000000001,17170.318283653436,2.4495,7.8855335712432861E-2,4.8721492290496826E-2,3.0133837834000587E-2
1977,CHE,6316.424,17635.294907371641,1.9999999989999999,8.0917418003082275E-2,5.0741352140903473E-2,3.0176065862178802E-2
1978,CHE,6332.5680000000002,17662.186967435646,1.619999999,-5.1180687732994556E-3,-3.4493573009967804E-2,2.9375502839684486E-2
1979,CHE,6350.84,18050.210680791832,1.579999999,0.10928911715745926,7.8272163867950439E-2,3.101695142686367E-2
1980,CHE,6385.2290000000003,18779.122878756578,1.763499999,6.066768616437912E-2,3.0722891911864281E-2,2.9944794252514839E-2
1981,CHE,6425.45,18956.182057287817,1.7984999989999999,-0.11905225366353989,-0.14962010085582733,3.0567850917577744E-2
1982,CHE,6468.1260000000002,18560.399101687257,1.9944999990000001,0.13255594670772552,9.7938142716884613E-2,3.4617796540260315E-2
1983,CHE,6501.0730000000003,18559.859272461636,2.1794999989999999,0.27294543385505676,0.24162754416465759,3.1317878514528275E-2
1984,CHE,6529.6840000000002,19037.827864258055,2.585,4.5200619846582413E-2,2.1426770836114883E-2,2.377384714782238E-2
1985,CHE,6563.77,19586.457173240375,2.0764999990000002,0.61356580257415771,0.56984204053878784,4.3723743408918381E-2
1986,CHE,6603.192,19786.339697528107,1.6234999999999999,9.7124248743057251E-2,6.5241314470767975E-2,3.1882934272289276E-2
1987,CHE,6649.942,19791.751567156523,1.278,-0.27482044696807861,-0.31036010384559631,3.55396568775177E-2
1988,CHE,6704.1120000000001,20242.651077428298,1.504,0.23610004782676697,0.19794563949108124,3.8154400885105133E-2
1989,CHE,6763.6530000000002,20935.284527458756,1.5465,0.22585652768611908,0.18095748126506805,4.4899042695760727E-2
1990,CHE,6836.6260000000002,21487.194714354879,1.2955000000000001,-0.19314707815647125,-0.21328090131282806,2.0133811980485916E-2
1991,CHE,6920.5619999999999,21039.627817962108,1.3554999999999999,0.17670057713985443,0.1440107673406601,3.2689809799194336E-2
1992,CHE,6995.4470000000001,20803.539537031877,1.456,0.17640012502670288,0.15563024580478668,2.0769873633980751E-2
1993,CHE,7058.2110000000002,20590.812989236099,1.4795,0.50810003280639648,0.47265851497650146,3.5441488027572632E-2
1994,CHE,7114.53,20685.449328983123,1.3115000000000001,-7.6199829578399658E-2,-8.3152279257774353E-2,6.9524552673101425E-3
1995,CHE,7157.1059999999998,20659.518430182437,1.1505000000000001,0.23059991002082825,0.21930202841758728,1.1297889053821564E-2
1996,CHE,7181.0240000000003,20688.712046842254,1.3464,0.18289960920810699,0.16713781654834747,1.5761794522404671E-2
1997,CHE,7193.7610000000004,21071.989681608691,1.4553,0.55188542604446411,0.53293567895889282,1.8949767574667931E-2
1998,CHE,7207.9949999999999,21603.490531624364,1.3765000000000001,0.15365493297576904,0.13988578319549561,1.3769154436886311E-2
1999,CHE,7232.8090000000002,21828.104743186803,1.5995999999999999,0.11690592765808105,0.10206537693738937,1.4840555377304554E-2
2000,CHE,7266.92,22521.381194342735,1.6365000000000001,0.11910942941904068,0.10154874622821808,1.7560685053467751E-2
2001,CHE,7311.2370000000001,22692.356869262381,1.6773,-0.22027420997619629,-0.22930490970611572,9.0306876227259636E-3
2002,CHE,7361.7569999999996,22621.667640612588,1.3868,-0.25951531529426575,-0.27219989895820618,1.268460787832737E-2
2003,CHE,7408.3190000000004,22516.4820417724,1.2369000000000001,0.22063781321048737,0.19684784114360809,2.3789970204234123E-2
2004,CHE,7450.8670000000002,22959.647174249545,1.1315999999999999,6.890685111284256E-2,5.1227964460849762E-2,1.7678886651992798E-2
2005,CHE,7489.37,23480.640366415169,1.3143,0.35608187317848206,0.32908126711845398,2.7000594884157181E-2
2006,CHE,7523.9340000000002,24262.435535186778,1.2202999999999999,0.20666758716106415,0.18462201952934265,2.2045562043786049E-2
2007,CHE,7554.6610000000001,25025.240761716359,1.1254999999999999,-5.3974642651155591E-4,-2.0300408825278282E-2,1.9760662689805031E-2
2008,CHE,7581.52,25293.204039277472,1.0637000000000001,-0.3404650092124939,-0.35913398861885071,1.8668979406356812E-2
2009,CHE,7690.3552008428815,24538.194701964352,1.0305,0.23181472718715668,0.19420038163661957,3.7614349275827408E-2
2010,CHE,7774.2281996575794,25033.238641853633,0.93959999999999999,2.9187401756644249E-2,1.1412752792239189E-3,2.8046127408742905E-2
2011,CHE,7858.1011984722772,25220.957647835698,0.94089999999999996,-7.7211074531078339E-2,-0.10536272823810577,2.8151651844382286E-2
2012,CHE,7942.9726853681022,25285.386005433727,0.91659999999999997,0.17722399532794952,0.13826759159564972,3.89564149081707E-2
2013,CHE,8026.8456841828011,25485.441732448504,0.89149999999999996,0.24600191414356232,0.21017029881477356,3.5831622779369354E-2
2014,CHE,8127.6929803766643,25778.985870990178,0.98909999999999998,0.13001148402690887,9.732528030872345E-2,3.2686207443475723E-2
2015,CHE,8225.5448123271453,25887.977990460484,0.99209999999999998,2.6751631870865822E-2,-2.4930946528911591E-3,2.9244726523756981E-2
2016,CHE,8314.4102515474806,26120.518572067667,1.016,-7.8999996185302734E-3,-4.0800001472234726E-2,3.2899998128414154E-2
2017,CHE,8407.2696430923243,26259.950440135901,0.97529999999999994,0.2004999965429306,0.16580000519752502,3.4699998795986176E-2
2018,CHE,8471.1728802844755,26828.437275195964,0.98470000000000002,-9.0599998831748962E-2,-0.11760000139474869,2.7000000700354576E-2
2019,CHE,8532.0806532332444,26968.575907835817,0.96819999999999995,0.29899999499320984,0.26019999384880066,3.880000114440918E-2
2020,CHE,8592.9884261820134,26106.34192738905,0.88060000000000005,3.9999999105930328E-2,8.0000003799796104E-3,3.2000001519918442E-2
1924,DEU,61953,3198.8292900776751,4.2011511154056205,4.1483931243419647E-2,3.5640072077512741E-2,5.2106562070548534E-3
1925,DEU,62411,3531.6784346008931,4.2004452471962033,-0.34781855344772339,-0.49252116680145264,2.0501818507909775E-2
1926,DEU,62866,3604.6361779035046,4.2023869557908888,1.3776044845581055,1.1895390748977661,8.669523149728775E-2
1927,DEU,63252,3941.0992924417787,4.1841004184100417,-7.3907963931560516E-2,-0.1153988242149353,3.3856160938739777E-2
1928,DEU,63618,4089.9942540338234,4.2016806722689068,0.11162931472063065,3.8287155330181122E-2,4.9435537308454514E-2
1929,DEU,63957,4051.4064165340828,4.1841004184100417,-0.22215013206005096,-0.26353731751441956,4.7854203730821609E-2
1930,DEU,64294,3973.3575072214367,4.2016806722689068,-0.27195248007774353,-0.31814083456993103,6.5150514245033264E-2
1931,DEU,64631,3651.5139935496691,4.2372881355932197,-0.34182441234588623,-0.378623366355896,7.898508757352829E-2
1932,DEU,64911,3361.6775214559621,4.2016806722689068,0.13711504638195038,5.7607099413871765E-2,4.9019768834114075E-2
1933,DEU,65218,3555.7877837854212,2.679528403001072,0.14418908953666687,0.10323379188776016,3.9892449975013733E-2
1934,DEU,65595,3858.2119893387944,2.488181139586962,0.1400829404592514,9.2545598745346069E-2,4.7796782106161118E-2
1935,DEU,66871,4119.8127738481562,2.4863252113376428,0.16027472913265228,0.11985631287097931,4.1319873183965683E-2
1936,DEU,67349,4450.7416591189176,2.4857071836937608,0.29890197515487671,0.24637581408023834,4.831993579864502E-2
1937,DEU,67831,4684.9228228980846,2.481389578163772,1.7761338502168655E-2,-2.3500788956880569E-2,4.1779328137636185E-2
1938,DEU,68424,4993.5966626797754,2.4509803921568629,-2.7276359498500824E-2,-7.3363438248634338E-2,4.8193696886301041E-2
1939,DEU,69314,5406.2436855930491,2.4937655860349124,0.13366943597793579,7.3381893336772919E-2,5.5892094969749451E-2
1940,DEU,69838,5402.5059067802677,2.5012506253126565,0.3376937210559845,0.27672258019447327,5.18915094435215E-2
1941,DEU,70244,5711.1497067365181,2.4893917963224896,7.4765406548976898E-2,3.5095769912004471E-2,3.7909474223852158E-2
1942,DEU,70834,5739.9271536267897,2.4893917963224896,0.1425996869802475,0.10356339812278748,3.4940578043460846E-2
1943,DEU,70411,5889.6479243300055,2.4893917963224896,4.2710248380899429E-2,9.2890718951821327E-3,3.3862803131341934E-2
1944,DEU,64247,6083.7472267945323,2.4893917963224896,3.1703047454357147E-2,1.1659626616165042E-3,3.0135074630379677E-2
1945,DEU,65884,4514.2835820895525,,-0.13434875011444092,-0.13667269051074982,3.0410331673920155E-3
1946,DEU,49260,2216.8434398095183,17.5,-9.7040928900241852E-2,-9.7040899097919464E-2,0
1947,DEU,49188,2436.0910218779313,23.5,8.5387088358402252E-2,8.5387088358402252E-2,0
1948,DEU,49311,2833.7172152463036,20.5,-0.88414692878723145,-0.88422614336013794,6.640084320679307E-4
